     3.00           C                   M                   RINEX VERSION / TYPE
PANDA-MEGCLK        WHU                                     PGM / RUN BY / DATE
     1    AS                                                # / TYPES OF DATA
   GPS                                                      TIME SYSTEM ID
   600.00                                                   INTERVAL
WHU  GNSS RESEARCH CENTER, WUHAN UNIVERSITY, P.R.CHINA      ANALYSIS CENTER
    68                                                      # OF SOLN SATS
G01 G02 G03 G04 G05 G06 G07 G08 G09 G10 G11 G12 G13 G14 G15 PRN LIST
G16 G17 G18 G19 G20 G21 G22 G23 G24 G25 G26 G27 G29 G30 G31 PRN LIST
G32 C01 C02 C03 C04 C05 C06 C07 C08 C09 C11 C12 C13 C14 C19 PRN LIST
C20 C21 C22 C23 C24 C25 C26 C27 C28 C29 C30 C32 C33 C34 C35 PRN LIST
C36 C37 C41 C42 C43 C44 C45 C46                             PRN LIST
AS G20  2022  6 10  0  0  0.000000  1    0.512732009222E-03
AS G21  2022  6 10  0  0  0.000000  1    0.161307588398E-03
AS G22  2022  6 10  0  0  0.000000  1    0.273189415859E-03
AS G23  2022  6 10  0  0  0.000000  1   -0.271198319472E-04
AS G24  2022  6 10  0  0  0.000000  1    0.224165182167E-03
AS G25  2022  6 10  0  0  0.000000  1    0.335426966612E-03
AS G26  2022  6 10  0  0  0.000000  1    0.211332840401E-03
AS G27  2022  6 10  0  0  0.000000  1    0.213965052650E-03
AS G29  2022  6 10  0  0  0.000000  1   -0.522454850949E-03
AS G30  2022  6 10  0  0  0.000000  1   -0.530881653500E-03
AS G31  2022  6 10  0  0  0.000000  1   -0.181160884007E-03
AS G32  2022  6 10  0  0  0.000000  1   -0.147372151504E-03
AS C01  2022  6 10  0  0  0.000000  1    0.289727853794E-03
AS C02  2022  6 10  0  0  0.000000  1   -0.642034264918E-04
AS C03  2022  6 10  0  0  0.000000  1   -0.531688392308E-03
AS C04  2022  6 10  0  0  0.000000  1    0.115798901452E-04
AS C05  2022  6 10  0  0  0.000000  1    0.254044147735E-03
AS C06  2022  6 10  0  0  0.000000  1    0.157282671200E-03
AS C07  2022  6 10  0  0  0.000000  1   -0.278411069100E-03
AS C08  2022  6 10  0  0  0.000000  1    0.354904526384E-03
AS C09  2022  6 10  0  0  0.000000  1   -0.868398114138E-03
AS C11  2022  6 10  0  0  0.000000  1    0.404796085531E-03
AS C12  2022  6 10  0  0  0.000000  1   -0.601482742638E-03
AS C13  2022  6 10  0  0  0.000000  1   -0.842491878165E-05
AS C14  2022  6 10  0  0  0.000000  1    0.498107114789E-03
AS C19  2022  6 10  0  0  0.000000  1    0.860060629844E-03
AS C20  2022  6 10  0  0  0.000000  1   -0.952135953834E-03
AS C21  2022  6 10  0  0  0.000000  1   -0.454581291068E-03
AS C22  2022  6 10  0  0  0.000000  1   -0.965245512080E-03
AS C23  2022  6 10  0  0  0.000000  1   -0.933224313368E-03
AS C24  2022  6 10  0  0  0.000000  1   -0.971443196246E-03
AS C25  2022  6 10  0  0  0.000000  1   -0.724229204459E-03
AS C26  2022  6 10  0  0  0.000000  1    0.725661350060E-03
AS C27  2022  6 10  0  0  0.000000  1    0.736486840873E-03
AS C28  2022  6 10  0  0  0.000000  1    0.766827004367E-04
AS C29  2022  6 10  0  0  0.000000  1    0.566208368824E-03
AS C30  2022  6 10  0  0  0.000000  1    0.499638008605E-03
AS C32  2022  6 10  0  0  0.000000  1   -0.967337852175E-03
AS C33  2022  6 10  0  0  0.000000  1   -0.968796562921E-03
AS C34  2022  6 10  0  0  0.000000  1   -0.384412380347E-03
AS C35  2022  6 10  0  0  0.000000  1    0.313411681124E-03
AS C36  2022  6 10  0  0  0.000000  1   -0.967250870234E-03
AS C37  2022  6 10  0  0  0.000000  1   -0.908917694654E-03
AS C41  2022  6 10  0  0  0.000000  1   -0.969566918992E-03
AS C42  2022  6 10  0  0  0.000000  1   -0.962346166427E-03
AS C43  2022  6 10  0  0  0.000000  1   -0.919143717752E-03
AS C44  2022  6 10  0  0  0.000000  1    0.687230839810E-03
AS C45  2022  6 10  0  0  0.000000  1    0.779308788315E-03
AS C46  2022  6 10  0  0  0.000000  1   -0.370634275596E-03
AS G01  2022  6 10  0 10  0.000000  1    0.344607458470E-03
AS G02  2022  6 10  0 10  0.000000  1   -0.652814794327E-03
AS G03  2022  6 10  0 10  0.000000  1   -0.273492392827E-03
AS G04  2022  6 10  0 10  0.000000  1   -0.158713547123E-03
AS G05  2022  6 10  0 10  0.000000  1   -0.849587217768E-04
AS G06  2022  6 10  0 10  0.000000  1    0.337271225916E-03
AS G07  2022  6 10  0 10  0.000000  1    0.321938774157E-03
AS G08  2022  6 10  0 10  0.000000  1   -0.714916898610E-04
AS G09  2022  6 10  0 10  0.000000  1   -0.329742676849E-03
AS G10  2022  6 10  0 10  0.000000  1   -0.448669134565E-03
AS G11  2022  6 10  0 10  0.000000  1   -0.162735886771E-04
AS G12  2022  6 10  0 10  0.000000  1   -0.228695679863E-03
AS G13  2022  6 10  0 10  0.000000  1    0.327086300116E-03
AS G14  2022  6 10  0 10  0.000000  1   -0.111171014949E-03
AS G15  2022  6 10  0 10  0.000000  1   -0.544781287326E-04
AS G16  2022  6 10  0 10  0.000000  1   -0.507775988848E-03
AS G17  2022  6 10  0 10  0.000000  1    0.623114055658E-03
AS G18  2022  6 10  0 10  0.000000  1    0.146603626133E-03
AS G19  2022  6 10  0 10  0.000000  1    0.168622787135E-03
AS G20  2022  6 10  0 10  0.000000  1    0.512731595303E-03
AS G21  2022  6 10  0 10  0.000000  1    0.161307508243E-03
AS G22  2022  6 10  0 10  0.000000  1    0.273193092770E-03
AS G23  2022  6 10  0 10  0.000000  1   -0.271210777757E-04
AS G24  2022  6 10  0 10  0.000000  1    0.224160289616E-03
AS G25  2022  6 10  0 10  0.000000  1    0.335429795969E-03
AS G26  2022  6 10  0 10  0.000000  1    0.211334255680E-03
AS G27  2022  6 10  0 10  0.000000  1    0.213967339132E-03
AS G29  2022  6 10  0 10  0.000000  1   -0.522457037428E-03
AS G30  2022  6 10  0 10  0.000000  1   -0.530882339242E-03
AS G31  2022  6 10  0 10  0.000000  1   -0.181161428851E-03
AS G32  2022  6 10  0 10  0.000000  1   -0.147377690469E-03
AS C01  2022  6 10  0 10  0.000000  1    0.289753572687E-03
AS C02  2022  6 10  0 10  0.000000  1   -0.642279947550E-04
AS C03  2022  6 10  0 10  0.000000  1   -0.531681305205E-03
AS C04  2022  6 10  0 10  0.000000  1    0.116414306527E-04
AS C05  2022  6 10  0 10  0.000000  1    0.254048372925E-03
AS C06  2022  6 10  0 10  0.000000  1    0.157329175139E-03
AS C07  2022  6 10  0 10  0.000000  1   -0.278440833792E-03
AS C08  2022  6 10  0 10  0.000000  1    0.354914921642E-03
AS C09  2022  6 10  0 10  0.000000  1   -0.868419604338E-03
AS C11  2022  6 10  0 10  0.000000  1    0.404809974939E-03
AS C12  2022  6 10  0 10  0.000000  1   -0.601478424117E-03
AS C13  2022  6 10  0 10  0.000000  1   -0.841846054713E-05
AS C14  2022  6 10  0 10  0.000000  1    0.498114338654E-03
AS C19  2022  6 10  0 10  0.000000  1    0.860057589974E-03
AS C20  2022  6 10  0 10  0.000000  1   -0.952146396858E-03
AS C21  2022  6 10  0 10  0.000000  1   -0.454625334437E-03
AS C22  2022  6 10  0 10  0.000000  1   -0.965244513956E-03
AS C23  2022  6 10  0 10  0.000000  1   -0.933225835521E-03
AS C24  2022  6 10  0 10  0.000000  1   -0.971442068032E-03
AS C25  2022  6 10  0 10  0.000000  1   -0.724225842866E-03
AS C26  2022  6 10  0 10  0.000000  1    0.725658183803E-03
AS C27  2022  6 10  0 10  0.000000  1    0.736490390962E-03
AS C28  2022  6 10  0 10  0.000000  1    0.766853114097E-04
AS C29  2022  6 10  0 10  0.000000  1    0.566211490651E-03
AS C30  2022  6 10  0 10  0.000000  1    0.499638319520E-03
AS C32  2022  6 10  0 10  0.000000  1   -0.967339406784E-03
AS C33  2022  6 10  0 10  0.000000  1   -0.968797972329E-03
AS C34  2022  6 10  0 10  0.000000  1   -0.384407232419E-03
AS C35  2022  6 10  0 10  0.000000  1    0.313422109138E-03
AS C36  2022  6 10  0 10  0.000000  1   -0.967252058489E-03
AS C37  2022  6 10  0 10  0.000000  1   -0.908918265816E-03
AS C41  2022  6 10  0 10  0.000000  1   -0.969568467096E-03
AS C42  2022  6 10  0 10  0.000000  1   -0.962343751189E-03
AS C43  2022  6 10  0 10  0.000000  1   -0.919142371053E-03
AS C44  2022  6 10  0 10  0.000000  1    0.687238169948E-03
AS C45  2022  6 10  0 10  0.000000  1    0.779314719085E-03
AS C46  2022  6 10  0 10  0.000000  1   -0.370646470132E-03
AS G01  2022  6 10  0 20  0.000000  1    0.344602720826E-03
AS G02  2022  6 10  0 20  0.000000  1   -0.652814637218E-03
AS G03  2022  6 10  0 20  0.000000  1   -0.273499824669E-03
AS G04  2022  6 10  0 20  0.000000  1   -0.158711154601E-03
AS G05  2022  6 10  0 20  0.000000  1   -0.849599095652E-04
AS G06  2022  6 10  0 20  0.000000  1    0.337280412405E-03
AS G07  2022  6 10  0 20  0.000000  1    0.321938652506E-03
AS G08  2022  6 10  0 20  0.000000  1   -0.714921973788E-04
AS G09  2022  6 10  0 20  0.000000  1   -0.329740738941E-03
AS G10  2022  6 10  0 20  0.000000  1   -0.448678171684E-03
AS G11  2022  6 10  0 20  0.000000  1   -0.162718060439E-04
AS G12  2022  6 10  0 20  0.000000  1   -0.228699157835E-03
AS G13  2022  6 10  0 20  0.000000  1    0.327090354755E-03
AS G14  2022  6 10  0 20  0.000000  1   -0.111171505255E-03
AS G15  2022  6 10  0 20  0.000000  1   -0.544768332698E-04
AS G16  2022  6 10  0 20  0.000000  1   -0.507777671478E-03
AS G17  2022  6 10  0 20  0.000000  1    0.623116574000E-03
AS G18  2022  6 10  0 20  0.000000  1    0.146597221302E-03
AS G19  2022  6 10  0 20  0.000000  1    0.168625769932E-03
AS G20  2022  6 10  0 20  0.000000  1    0.512730983279E-03
AS G21  2022  6 10  0 20  0.000000  1    0.161307781966E-03
AS G22  2022  6 10  0 20  0.000000  1    0.273196745497E-03
AS G23  2022  6 10  0 20  0.000000  1   -0.271223163326E-04
AS G24  2022  6 10  0 20  0.000000  1    0.224155395997E-03
AS G25  2022  6 10  0 20  0.000000  1    0.335432641204E-03
AS G26  2022  6 10  0 20  0.000000  1    0.211335635568E-03
AS G27  2022  6 10  0 20  0.000000  1    0.213969624179E-03
AS G29  2022  6 10  0 20  0.000000  1   -0.522459366406E-03
AS G30  2022  6 10  0 20  0.000000  1   -0.530883033589E-03
AS G31  2022  6 10  0 20  0.000000  1   -0.181162504662E-03
AS G32  2022  6 10  0 20  0.000000  1   -0.147383287908E-03
AS C01  2022  6 10  0 20  0.000000  1    0.289779289544E-03
AS C02  2022  6 10  0 20  0.000000  1   -0.642524036745E-04
AS C03  2022  6 10  0 20  0.000000  1   -0.531674222171E-03
AS C04  2022  6 10  0 20  0.000000  1    0.117034923874E-04
AS C05  2022  6 10  0 20  0.000000  1    0.254052581870E-03
AS C06  2022  6 10  0 20  0.000000  1    0.157375782449E-03
AS C07  2022  6 10  0 20  0.000000  1   -0.278470729641E-03
AS C08  2022  6 10  0 20  0.000000  1    0.354925451627E-03
AS C09  2022  6 10  0 20  0.000000  1   -0.868441284103E-03
AS C11  2022  6 10  0 20  0.000000  1    0.404824056348E-03
AS C12  2022  6 10  0 20  0.000000  1   -0.601474148526E-03
AS C13  2022  6 10  0 20  0.000000  1   -0.841184573763E-05
AS C14  2022  6 10  0 20  0.000000  1    0.498121623226E-03
AS C19  2022  6 10  0 20  0.000000  1    0.860054493499E-03
AS C20  2022  6 10  0 20  0.000000  1   -0.952156879277E-03
AS C21  2022  6 10  0 20  0.000000  1   -0.454669378374E-03
AS C22  2022  6 10  0 20  0.000000  1   -0.965243548989E-03
AS C23  2022  6 10  0 20  0.000000  1   -0.933227387595E-03
AS C24  2022  6 10  0 20  0.000000  1   -0.971440908864E-03
AS C25  2022  6 10  0 20  0.000000  1   -0.724222466664E-03
AS C26  2022  6 10  0 20  0.000000  1    0.725654970713E-03
AS C27  2022  6 10  0 20  0.000000  1    0.736493915768E-03
AS C28  2022  6 10  0 20  0.000000  1    0.766878944300E-04
AS C29  2022  6 10  0 20  0.000000  1    0.566214564844E-03
AS C30  2022  6 10  0 20  0.000000  1    0.499638616326E-03
AS C32  2022  6 10  0 20  0.000000  1   -0.967340998885E-03
AS C33  2022  6 10  0 20  0.000000  1   -0.968799362324E-03
AS C34  2022  6 10  0 20  0.000000  1   -0.384402130790E-03
AS C35  2022  6 10  0 20  0.000000  1    0.313432572710E-03
AS C36  2022  6 10  0 20  0.000000  1   -0.967253237605E-03
AS C37  2022  6 10  0 20  0.000000  1   -0.908918868566E-03
AS C41  2022  6 10  0 20  0.000000  1   -0.969569980777E-03
AS C42  2022  6 10  0 20  0.000000  1   -0.962341372310E-03
AS C43  2022  6 10  0 20  0.000000  1   -0.919141082295E-03
AS C44  2022  6 10  0 20  0.000000  1    0.687245479104E-03
AS C45  2022  6 10  0 20  0.000000  1    0.779320605824E-03
AS C46  2022  6 10  0 20  0.000000  1   -0.370658696891E-03
AS G01  2022  6 10  0 30  0.000000  1    0.344597951360E-03
AS G02  2022  6 10  0 30  0.000000  1   -0.652814760804E-03
AS G03  2022  6 10  0 30  0.000000  1   -0.273507272621E-03
AS G04  2022  6 10  0 30  0.000000  1   -0.158708788064E-03
AS G05  2022  6 10  0 30  0.000000  1   -0.849604615804E-04
AS G06  2022  6 10  0 30  0.000000  1    0.337289626079E-03
AS G07  2022  6 10  0 30  0.000000  1    0.321938695269E-03
AS G08  2022  6 10  0 30  0.000000  1   -0.714926905199E-04
AS G09  2022  6 10  0 30  0.000000  1   -0.329738692159E-03
AS G10  2022  6 10  0 30  0.000000  1   -0.448687195026E-03
AS G11  2022  6 10  0 30  0.000000  1   -0.162700356858E-04
AS G12  2022  6 10  0 30  0.000000  1   -0.228702759327E-03
AS G13  2022  6 10  0 30  0.000000  1    0.327094597857E-03
AS G14  2022  6 10  0 30  0.000000  1   -0.111172005668E-03
AS G15  2022  6 10  0 30  0.000000  1   -0.544745881166E-04
AS G16  2022  6 10  0 30  0.000000  1   -0.507779474659E-03
AS G17  2022  6 10  0 30  0.000000  1    0.623119405792E-03
AS G18  2022  6 10  0 30  0.000000  1    0.146590839754E-03
AS G19  2022  6 10  0 30  0.000000  1    0.168628889557E-03
AS G20  2022  6 10  0 30  0.000000  1    0.512730148502E-03
AS G21  2022  6 10  0 30  0.000000  1    0.161307651375E-03
AS G22  2022  6 10  0 30  0.000000  1    0.273200491321E-03
AS G23  2022  6 10  0 30  0.000000  1   -0.271235896468E-04
AS G24  2022  6 10  0 30  0.000000  1    0.224150497809E-03
AS G25  2022  6 10  0 30  0.000000  1    0.335435450614E-03
AS G26  2022  6 10  0 30  0.000000  1    0.211337032435E-03
AS G27  2022  6 10  0 30  0.000000  1    0.213971906191E-03
AS G29  2022  6 10  0 30  0.000000  1   -0.522461783578E-03
AS G30  2022  6 10  0 30  0.000000  1   -0.530883704086E-03
AS G31  2022  6 10  0 30  0.000000  1   -0.181163466494E-03
AS G32  2022  6 10  0 30  0.000000  1   -0.147388822003E-03
AS C01  2022  6 10  0 30  0.000000  1    0.289805013007E-03
AS C02  2022  6 10  0 30  0.000000  1   -0.642768902812E-04
AS C03  2022  6 10  0 30  0.000000  1   -0.531667150613E-03
AS C04  2022  6 10  0 30  0.000000  1    0.117654642266E-04
AS C05  2022  6 10  0 30  0.000000  1    0.254056788680E-03
AS C06  2022  6 10  0 30  0.000000  1    0.157422241623E-03
AS C07  2022  6 10  0 30  0.000000  1   -0.278500620853E-03
AS C08  2022  6 10  0 30  0.000000  1    0.354935953259E-03
AS C09  2022  6 10  0 30  0.000000  1   -0.868462936583E-03
AS C11  2022  6 10  0 30  0.000000  1    0.404838272983E-03
AS C12  2022  6 10  0 30  0.000000  1   -0.601469854122E-03
AS C13  2022  6 10  0 30  0.000000  1   -0.840511885059E-05
AS C14  2022  6 10  0 30  0.000000  1    0.498128906699E-03
AS C19  2022  6 10  0 30  0.000000  1    0.860051434883E-03
AS C20  2022  6 10  0 30  0.000000  1   -0.952167331908E-03
AS C21  2022  6 10  0 30  0.000000  1   -0.454713350227E-03
AS C22  2022  6 10  0 30  0.000000  1   -0.965242607771E-03
AS C23  2022  6 10  0 30  0.000000  1   -0.933228875991E-03
AS C24  2022  6 10  0 30  0.000000  1   -0.971439758001E-03
AS C25  2022  6 10  0 30  0.000000  1   -0.724219133958E-03
AS C26  2022  6 10  0 30  0.000000  1    0.725651755489E-03
AS C27  2022  6 10  0 30  0.000000  1    0.736497463622E-03
AS C28  2022  6 10  0 30  0.000000  1    0.766905648440E-04
AS C29  2022  6 10  0 30  0.000000  1    0.566217640939E-03
AS C30  2022  6 10  0 30  0.000000  1    0.499638910229E-03
AS C32  2022  6 10  0 30  0.000000  1   -0.967342607798E-03
AS C33  2022  6 10  0 30  0.000000  1   -0.968800729337E-03
AS C34  2022  6 10  0 30  0.000000  1   -0.384397025291E-03
AS C35  2022  6 10  0 30  0.000000  1    0.313443014100E-03
AS C36  2022  6 10  0 30  0.000000  1   -0.967254431064E-03
AS C37  2022  6 10  0 30  0.000000  1   -0.908919425285E-03
AS C41  2022  6 10  0 30  0.000000  1   -0.969571540389E-03
AS C42  2022  6 10  0 30  0.000000  1   -0.962339001270E-03
AS C43  2022  6 10  0 30  0.000000  1   -0.919139744002E-03
AS C44  2022  6 10  0 30  0.000000  1    0.687252791796E-03
AS C45  2022  6 10  0 30  0.000000  1    0.779326487326E-03
AS C46  2022  6 10  0 30  0.000000  1   -0.370670894329E-03
AS G01  2022  6 10  0 40  0.000000  1    0.344593182861E-03
AS G02  2022  6 10  0 40  0.000000  1   -0.652814682049E-03
AS G03  2022  6 10  0 40  0.000000  1   -0.273514658197E-03
AS G04  2022  6 10  0 40  0.000000  1   -0.158706395709E-03
AS G05  2022  6 10  0 40  0.000000  1   -0.849611775090E-04
AS G06  2022  6 10  0 40  0.000000  1    0.337298896258E-03
AS G07  2022  6 10  0 40  0.000000  1    0.321938134881E-03
AS G08  2022  6 10  0 40  0.000000  1   -0.714949134578E-04
AS G09  2022  6 10  0 40  0.000000  1   -0.329736823533E-03
AS G10  2022  6 10  0 40  0.000000  1   -0.448696245554E-03
AS G11  2022  6 10  0 40  0.000000  1   -0.162682648941E-04
AS G12  2022  6 10  0 40  0.000000  1   -0.228706314186E-03
AS G13  2022  6 10  0 40  0.000000  1    0.327098830718E-03
AS G14  2022  6 10  0 40  0.000000  1   -0.111172504580E-03
AS G15  2022  6 10  0 40  0.000000  1   -0.544729869755E-04
AS G16  2022  6 10  0 40  0.000000  1   -0.507781518973E-03
AS G17  2022  6 10  0 40  0.000000  1    0.623122389290E-03
AS G18  2022  6 10  0 40  0.000000  1    0.146584438558E-03
AS G19  2022  6 10  0 40  0.000000  1    0.168631789329E-03
AS G20  2022  6 10  0 40  0.000000  1    0.512729797192E-03
AS G21  2022  6 10  0 40  0.000000  1    0.161307494700E-03
AS G22  2022  6 10  0 40  0.000000  1    0.273204206858E-03
AS G23  2022  6 10  0 40  0.000000  1   -0.271248637949E-04
AS G24  2022  6 10  0 40  0.000000  1    0.224145574936E-03
AS G25  2022  6 10  0 40  0.000000  1    0.335438229503E-03
AS G26  2022  6 10  0 40  0.000000  1    0.211338420028E-03
AS G27  2022  6 10  0 40  0.000000  1    0.213974161985E-03
AS G29  2022  6 10  0 40  0.000000  1   -0.522464090074E-03
AS G30  2022  6 10  0 40  0.000000  1   -0.530884381988E-03
AS G31  2022  6 10  0 40  0.000000  1   -0.181164446639E-03
AS G32  2022  6 10  0 40  0.000000  1   -0.147394357099E-03
AS C01  2022  6 10  0 40  0.000000  1    0.289830758851E-03
AS C02  2022  6 10  0 40  0.000000  1   -0.643014479704E-04
AS C03  2022  6 10  0 40  0.000000  1   -0.531660081088E-03
AS C04  2022  6 10  0 40  0.000000  1    0.118273009723E-04
AS C05  2022  6 10  0 40  0.000000  1    0.254060958765E-03
AS C06  2022  6 10  0 40  0.000000  1    0.157468780352E-03
AS C07  2022  6 10  0 40  0.000000  1   -0.278530201951E-03
AS C08  2022  6 10  0 40  0.000000  1    0.354946714437E-03
AS C09  2022  6 10  0 40  0.000000  1   -0.868484503736E-03
AS C11  2022  6 10  0 40  0.000000  1    0.404852314997E-03
AS C12  2022  6 10  0 40  0.000000  1   -0.601465539370E-03
AS C13  2022  6 10  0 40  0.000000  1   -0.839888146886E-05
AS C14  2022  6 10  0 40  0.000000  1    0.498136251546E-03
AS C19  2022  6 10  0 40  0.000000  1    0.860048369863E-03
AS C20  2022  6 10  0 40  0.000000  1   -0.952177829270E-03
AS C21  2022  6 10  0 40  0.000000  1   -0.454757321947E-03
AS C22  2022  6 10  0 40  0.000000  1   -0.965241645172E-03
AS C23  2022  6 10  0 40  0.000000  1   -0.933230417958E-03
AS C24  2022  6 10  0 40  0.000000  1   -0.971438631155E-03
AS C25  2022  6 10  0 40  0.000000  1   -0.724215860761E-03
AS C26  2022  6 10  0 40  0.000000  1    0.725648568384E-03
AS C27  2022  6 10  0 40  0.000000  1    0.736500973417E-03
AS C28  2022  6 10  0 40  0.000000  1    0.766931729150E-04
AS C29  2022  6 10  0 40  0.000000  1    0.566220724038E-03
AS C30  2022  6 10  0 40  0.000000  1    0.499639210437E-03
AS C32  2022  6 10  0 40  0.000000  1   -0.967344246999E-03
AS C33  2022  6 10  0 40  0.000000  1   -0.968802129972E-03
AS C34  2022  6 10  0 40  0.000000  1   -0.384391908151E-03
AS C35  2022  6 10  0 40  0.000000  1    0.313453440580E-03
AS C36  2022  6 10  0 40  0.000000  1   -0.967255611247E-03
AS C37  2022  6 10  0 40  0.000000  1   -0.908920053753E-03
AS C41  2022  6 10  0 40  0.000000  1   -0.969573105238E-03
AS C42  2022  6 10  0 40  0.000000  1   -0.962336619322E-03
AS C43  2022  6 10  0 40  0.000000  1   -0.919138424089E-03
AS C44  2022  6 10  0 40  0.000000  1    0.687260092214E-03
AS C45  2022  6 10  0 40  0.000000  1    0.779332373965E-03
AS C46  2022  6 10  0 40  0.000000  1   -0.370683087631E-03
AS G01  2022  6 10  0 50  0.000000  1    0.344588462029E-03
AS G02  2022  6 10  0 50  0.000000  1   -0.652814383809E-03
AS G03  2022  6 10  0 50  0.000000  1   -0.273522095309E-03
AS G04  2022  6 10  0 50  0.000000  1   -0.158704013595E-03
AS G05  2022  6 10  0 50  0.000000  1   -0.849629486676E-04
AS G06  2022  6 10  0 50  0.000000  1    0.337308078477E-03
AS G07  2022  6 10  0 50  0.000000  1    0.321938150425E-03
AS G08  2022  6 10  0 50  0.000000  1   -0.714956835905E-04
AS G09  2022  6 10  0 50  0.000000  1   -0.329734882490E-03
AS G10  2022  6 10  0 50  0.000000  1   -0.448705291479E-03
AS G11  2022  6 10  0 50  0.000000  1   -0.162664992393E-04
AS G12  2022  6 10  0 50  0.000000  1   -0.228710221589E-03
AS G13  2022  6 10  0 50  0.000000  1    0.327103006407E-03
AS G14  2022  6 10  0 50  0.000000  1   -0.111173010930E-03
AS G15  2022  6 10  0 50  0.000000  1   -0.544711422660E-04
AS G16  2022  6 10  0 50  0.000000  1   -0.507783343135E-03
AS G17  2022  6 10  0 50  0.000000  1    0.623125083687E-03
AS G18  2022  6 10  0 50  0.000000  1    0.146578029325E-03
AS G19  2022  6 10  0 50  0.000000  1    0.168634808652E-03
AS G20  2022  6 10  0 50  0.000000  1    0.512729481040E-03
AS G21  2022  6 10  0 50  0.000000  1    0.161307634630E-03
AS G22  2022  6 10  0 50  0.000000  1    0.273207908619E-03
AS G23  2022  6 10  0 50  0.000000  1   -0.271261179292E-04
AS G24  2022  6 10  0 50  0.000000  1    0.224140649896E-03
AS G25  2022  6 10  0 50  0.000000  1    0.335441057193E-03
AS G26  2022  6 10  0 50  0.000000  1    0.211339844680E-03
AS G27  2022  6 10  0 50  0.000000  1    0.213976405237E-03
AS G29  2022  6 10  0 50  0.000000  1   -0.522466504711E-03
AS G30  2022  6 10  0 50  0.000000  1   -0.530885106823E-03
AS G31  2022  6 10  0 50  0.000000  1   -0.181165246559E-03
AS G32  2022  6 10  0 50  0.000000  1   -0.147399919213E-03
AS C01  2022  6 10  0 50  0.000000  1    0.289856512935E-03
AS C02  2022  6 10  0 50  0.000000  1   -0.643258258018E-04
AS C03  2022  6 10  0 50  0.000000  1   -0.531653087851E-03
AS C04  2022  6 10  0 50  0.000000  1    0.118890780101E-04
AS C05  2022  6 10  0 50  0.000000  1    0.254065212241E-03
AS C06  2022  6 10  0 50  0.000000  1    0.157515555445E-03
AS C07  2022  6 10  0 50  0.000000  1   -0.278559898295E-03
AS C08  2022  6 10  0 50  0.000000  1    0.354957361202E-03
AS C09  2022  6 10  0 50  0.000000  1   -0.868506073225E-03
AS C11  2022  6 10  0 50  0.000000  1    0.404866154605E-03
AS C12  2022  6 10  0 50  0.000000  1   -0.601461261777E-03
AS C13  2022  6 10  0 50  0.000000  1   -0.839229451196E-05
AS C14  2022  6 10  0 50  0.000000  1    0.498143522476E-03
AS C19  2022  6 10  0 50  0.000000  1    0.860045307577E-03
AS C20  2022  6 10  0 50  0.000000  1   -0.952188312556E-03
AS C21  2022  6 10  0 50  0.000000  1   -0.454801360947E-03
AS C22  2022  6 10  0 50  0.000000  1   -0.965240696649E-03
AS C23  2022  6 10  0 50  0.000000  1   -0.933231930738E-03
AS C24  2022  6 10  0 50  0.000000  1   -0.971437505409E-03
AS C25  2022  6 10  0 50  0.000000  1   -0.724212579557E-03
